37589;58.4
37641;60.1
37692;61.6
37704;63.4
37719;64.7
37739;65.8
37774;66.7
37793;68
37806;69.5
37843;70.6
37884;71.8
37895;73.2
37912;74.4
37928;75.3
37949;76.4
37963;77.8
38006;79
38024;80.3
38046;82
38099;83.9
38152;85.5
38179;87.3
38203;88.8
38223;90
38256;90.9
38277;91.8
38290;92.8
38304;93.9
38344;95.1
38366;96.5
38394;97.7
38417;98.7
38428;99.5
38439;100.7
38474;101.6
38501;103.1
38529;104.6
38579;105.8
38596;107
38606;108
38628;109.1
38651;110.1
38671;111.7
38692;113.1
38744;114.8
38772;116
38793;117.4
38817;118.3
38832;119.2
38853;120.4
38869;121.6
38946;122.8
38959;124
38973;125.4
38988;126.6
39027;128.3
39053;130
39138;131.8
39152;133.7
39164;135.5
39210;136.7
39229;138.2
39248;139.4
39269;140.4
39289;141.4
39306;142.7
39332;144.2
39383;146.1
39434;148.1
39462;149.8
39500;151.2
39511;152.3
39522;153.5
39557;154.4
39575;155.7
39592;157.5
39617;159.3
39686;160.6
39699;162.2
39714;164
39738;165.6
39809;167.2
39829;168.7
39863;170.8
39880;172.1
39896;173.4
39930;174.7
39954;176.2
39976;177.5
39999;178.9
40013;180.1
40046;181.3
40059;183.1
40076;184.4
40149;185.4
40163;187
40176;188.3
40192;188.8
40204;189.7
40217;190.7
40247;191.5
40267;192.5
40298;194
40313;195.1
40340;196.3
40354;197.7
40395;199.2
40421;200.4
40440;201.8
40470;203.3
40491;204.8
40516;206.1
40555;207.7
40577;209.6
40608;211.5
40667;213
40685;215
40704;216.2
40722;217.6
40745;219.1
40773;220.7
40806;222.3
40856;224.1
40891;226.1
40906;228.1
40956;230.7
41005;232.9
41093;235.1
41107;236.9
41127;238.8
41166;239.8
41208;240.9
41222;241.9
41251;243
41264;243.7
41343;244.2
41396;244.7
41410;245.1
41423;245.1
41466;245.1
41494;245.1
41505;245
41528;245
41548;245.1
41632;245.2
41694;245.3
41706;245.5
41720;245.6
41744;245.6
41775;245.5
41794;245.5
41814;245.5
41843;245.5
41873;245.7
41898;245.9
41993;246.2
42040;246.6
42103;246.9
42167;247.2
42205;247.4
42244;247.6
42268;247.7
42293;247.8
42367;247.8
42391;247.9
42425;247.9
42440;248
42484;248.2
42539;248.5
42595;248.8
42663;249.1
42684;249.4
42697;249.7
42758;249.9
42770;250.1
42785;250.2
42802;250.3
42821;250.4
42880;250.6
42908;250.8
42961;251.1
43015;251.2
43029;251.4
43048;251.6
43063;251.8
43085;251.9
43110;252.1
43128;252.1
43159;252.1
43169;252
43201;252
43214;252
43229;252.1
43301;252.2
43316;252.4
43331;252.4
43348;252.2
43434;252
43526;251.7
43571;251.4
43582;251.1
43609;250.8
43642;250.6
43690;250.3
43706;250.1
43760;249.9
43814;249.9
43840;249.9
43850;250.1
43862;250.4
43905;251.2
43923;252
43961;253
43982;254
44024;254.9
44035;255.5
44056;255.9
44067;256.5
44086;257.2
44098;257.8
44143;258.8
44178;259.7
44226;260.5
44236;261.2
44247;262.1
44263;262.9
44334;263.8
44358;264.7
44382;265.8
44415;266.6
44438;267.3
44461;268
44475;269.2
44514;270.4
44600;271.9
44660;273.3
44688;274.7
44705;275.8
44723;276.8
44779;277.8
44835;278.7
44851;280.2
44866;281.3
44947;282.3
44958;283.2
44975;284.3
44998;285.1
45056;285.9
45076;286.7
45094;287.6
45120;288.2
45138;288.9
45160;289.6
45188;290.3
45225;291.6
45242;292.8
45328;294.2
45344;295.6
45401;297
45416;298.1
45430;299.1
45493;300.1
45523;300.9
45622;301.7
45633;302.1
45647;302.5
45704;302.8
45723;303.1
45772;303.5
45794;303.9
45836;304.3
45849;304.5
45867;304.8
45909;305
45938;305.2
45993;305.5
46017;305.7
46061;305.9
46130;306.2
46147;306.4
46209;306.6
46290;306.8
46304;307
46316;307.1
46334;307.3
46358;307.4
46371;307.6
46388;307.8
46422;308.1
46436;308.4
46497;308.6
46514;308.8
46528;309
46599;309.2
46624;309.4
46702;309.6
46737;309.9
46785;310.2
46812;310.6
46832;311.1
46883;311.7
46901;313
46926;314.8
46987;317.1
47038;319.4
47089;321.9
47118;324
47138;326.4
47198;328.5
47272;330.7
47300;332.8
47329;334.6
47342;335.8
47359;337
47387;338.2
47413;339.1
47435;340.3
47454;341.2
47470;342.2
47488;343.5
47530;345
47571;346.1
47587;347.5
47607;348.9
47627;350.3
47716;351.8
47801;353.1
47825;354.6
47850;355.9
47890;357.1
47947;358.4
48014;359.6
48081;360.2
48096;359.9
48115;358.4
48199;356.2
48259;353.5
48318;351
48329;348.9
48342;347.2
48371;346.1
48394;344.8
48410;343.5
48452;341.2
48464;338.1
48558;334.2
48651;330.4
48744;326.2
48780;323.3
48817;321.1
48834;319.5
48861;318.4
48877;317.1
48905;315.2
48940;313.5
48983;311.9
49017;309.6
49028;307.4
49109;305.7
49134;304.1
49147;302.1
49159;300.4
49205;298.7
49242;297.1
49283;295.4
49301;294.2
49317;292.7
49335;291.3
49405;289.8
49416;287.9
49445;285.7
49476;284.2
49510;282.3
49526;280.2
49590;278.4
49665;276.8
49683;274.2
49700;272.4
49758;270.2
49781;267.9
49839;265.4
49866;263.6
